BatchID,Angle,Action,Processed_Longitude,Processed_Latitude,Processed_Elevation,Is_Original
989a40e2-88bc-4b2f-b5de-c6c8b99a8a3e,7.868852459016393,8279c87e717beb2d0437163be8bffb018d72370c1c4348533263d28cc23383c9,-39565.469635142945,5547.99182601698,-12778.169751524925,true
989a40e2-88bc-4b2f-b5de-c6c8b99a8a3e,7.9156908665105385,,-39314.255850207526,5537.23221314323,-12673.278856165707,false
989a40e2-88bc-4b2f-b5de-c6c8b99a8a3e,7.962529274004684,,-39045.45120719797,5527.82415468886,-12629.896211684681,false
989a40e2-88bc-4b2f-b5de-c6c8b99a8a3e,8.009367681498828,,-38791.22110072756,5517.280252438679,-12535.557600485161,false
989a40e2-88bc-4b2f-b5de-c6c8b99a8a3e,8.056206088992974,,-38519.11899206508,5508.108922860905,-12503.686697026715,false
989a40e2-88bc-4b2f-b5de-c6c8b99a8a3e,8.103044496487119,,-38286.900879887864,5495.84650768424,-12332.43127727788,false
989a40e2-88bc-4b2f-b5de-c6c8b99a8a3e,8.149882903981265,,-38027.45834450843,5485.679296686634,-12256.32398802694,false
989a40e2-88bc-4b2f-b5de-c6c8b99a8a3e,8.19672131147541,,-37776.823663052404,5474.822954990639,-12149.448498137295,false
989a40e2-88bc-4b2f-b5de-c6c8b99a8a3e,8.243559718969555,,-37520.41574431863,5464.403846936213,-12062.747158210725,false
989a40e2-88bc-4b2f-b5de-c6c8b99a8a3e,8.2903981264637,,-37253.553115036106,5454.783082967333,-12012.558677509427,false
989a40e2-88bc-4b2f-b5de-c6c8b99a8a3e,8.337236533957846,,-36998.52802992845,5444.239548636455,-11921.030033295974,false
989a40e2-88bc-4b2f-b5de-c6c8b99a8a3e,8.38407494145199,,-36755.62106354511,5432.752205334633,-11787.20160797052,false
989a40e2-88bc-4b2f-b5de-c6c8b99a8a3e,8.430913348946136,,-36460.12987695704,5425.313343570568,-11836.935493007302,false
989a40e2-88bc-4b2f-b5de-c6c8b99a8a3e,8.47775175644028,,-36223.01439948124,5413.361806722882,-11682.90288668964,false
989a40e2-88bc-4b2f-b5de-c6c8b99a8a3e,8.524590163934427,,-35948.72511512786,5404.268785339373,-11658.607844986022,false
989a40e2-88bc-4b2f-b5de-c6c8b99a8a3e,8.571428571428571,,-35691.23848570674,5393.87096544262,-11575.67518803291,false
989a40e2-88bc-4b2f-b5de-c6c8b99a8a3e,8.618266978922717,,-35404.82645493653,5385.693897250167,-11593.643360275775,false
989a40e2-88bc-4b2f-b5de-c6c8b99a8a3e,8.665105386416862,,-35150.92515880079,5375.001696536725,-11498.1944374647,false
989a40e2-88bc-4b2f-b5de-c6c8b99a8a3e,8.711943793911008,,-34900.06018323265,5364.066892176197,-11392.163698375225,false
989a40e2-88bc-4b2f-b5de-c6c8b99a8a3e,8.758782201405152,,-34656.64307613694,5352.549830700882,-11260.175094044767,false
989a40e2-88bc-4b2f-b5de-c6c8b99a8a3e,8.805620608899297,,-34390.903879272984,5342.743489297165,-11206.019239959307,false
989a40e2-88bc-4b2f-b5de-c6c8b99a8a3e,8.852459016393443,8279c87e717beb2d0437163be8bffb018d72370c1c4348533263d28cc23383c9,-34131.78319203947,5332.41848969803,-11128.787902636454,true
989a40e2-88bc-4b2f-b5de-c6c8b99a8a3e,8.899297423887587,,-33900.24443935207,5300.974477259064,-11051.601004369557,false
989a40e2-88bc-4b2f-b5de-c6c8b99a8a3e,8.946135831381733,,-33653.540779886534,5270.684434319584,-11027.259645424783,false
989a40e2-88bc-4b2f-b5de-c6c8b99a8a3e,8.992974238875878,,-33414.0083369005,5239.829238416976,-10977.923333430663,false
989a40e2-88bc-4b2f-b5de-c6c8b99a8a3e,9.039812646370024,,-33168.408395899925,5209.427296684153,-10949.71905892156,false
989a40e2-88bc-4b2f-b5de-c6c8b99a8a3e,9.086651053864168,,-32902.66746582417,5180.55968649601,-10991.654659119435,false
989a40e2-88bc-4b2f-b5de-c6c8b99a8a3e,9.133489461358314,,-32652.097806619247,5150.5118564849545,-10980.72738762293,false
